event_index,group,true_label,pred_label,confidence,missing_pt_proxy,lead_idx,particle0_idx,particle0_pt,particle0_pt_rank,particle0_pid,particle0_iso_pt_ratio,particle0_knn_pt_sum,particle0_charge,particle0_is_charged_hadron,particle0_is_neutral_hadron,particle0_is_photon,particle0_is_electron,particle0_is_muon,particle0_is_lepton,particle0_knn_charged_hadron_frac,particle0_knn_neutral_hadron_frac,particle0_knn_photon_frac,particle0_knn_electron_frac,particle0_knn_muon_frac,leading_idx,leading_pt,leading_pt_rank,leading_pid,leading_iso_pt_ratio,leading_knn_pt_sum,leading_charge,leading_is_charged_hadron,leading_is_neutral_hadron,leading_is_photon,leading_is_electron,leading_is_muon,leading_is_lepton,leading_knn_charged_hadron_frac,leading_knn_neutral_hadron_frac,leading_knn_photon_frac,leading_knn_electron_frac,leading_knn_muon_frac,best_lepton_idx,best_lepton_pt,best_lepton_pt_rank,best_lepton_pid,best_lepton_iso_pt_ratio,best_lepton_knn_pt_sum,best_lepton_charge,best_lepton_is_charged_hadron,best_lepton_is_neutral_hadron,best_lepton_is_photon,best_lepton_is_electron,best_lepton_is_muon,best_lepton_is_lepton,best_lepton_knn_charged_hadron_frac,best_lepton_knn_neutral_hadron_frac,best_lepton_knn_photon_frac,best_lepton_knn_electron_frac,best_lepton_knn_muon_frac,has_lepton,deltaR_p0_lepton,deltaR_lead_lepton
3072,Hqql_correct,label_Hqql,label_Hqql,0.9998764991760254,519.7913818034993,0,0,138.13299560546875,0,muon,0.15893126205061595,731.0037231445312,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.375,0.0,0.3125,0.0,0.3125,0,138.13299560546875,0,muon,0.15893126205061595,731.0037231445312,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.375,0.0,0.3125,0.0,0.3125,0,138.13299560546875,0,muon,0.15893126205061595,731.0037231445312,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.375,0.0,0.3125,0.0,0.3125,1,3.162277789670043e-05,3.162277789670043e-05
3073,Hqql_correct,label_Hqql,label_Hqql,0.9977618455886841,515.5463892454952,0,0,186.88282775878906,0,electron,0.1699637172227309,912.66259765625,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,0,186.88282775878906,0,electron,0.1699637172227309,912.66259765625,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,0,186.88282775878906,0,electron,0.1699637172227309,912.66259765625,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,1,3.162277789670043e-05,3.162277789670043e-05
3074,Hqql_correct,label_Hqql,label_Hqql,0.7015209197998047,624.0837575466434,0,0,135.63461303710938,0,electron,0.1239188683591123,958.9090576171875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.5625,0.1875,0.0,0,135.63461303710938,0,electron,0.1239188683591123,958.9090576171875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.5625,0.1875,0.0,0,135.63461303710938,0,electron,0.1239188683591123,958.9090576171875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.5625,0.1875,0.0,1,3.162277789670043e-05,3.162277789670043e-05
3075,Hqql_correct,label_Hqql,label_Hqql,0.9964529275894165,707.8639456487446,0,0,185.77133178710938,0,electron,0.12184960232246571,1338.823974609375,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3125,0.375,0.0,0.3125,0.0,0,185.77133178710938,0,electron,0.12184960232246571,1338.823974609375,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3125,0.375,0.0,0.3125,0.0,0,185.77133178710938,0,electron,0.12184960232246571,1338.823974609375,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3125,0.375,0.0,0.3125,0.0,1,3.162277789670043e-05,3.162277789670043e-05
3076,Hqql_correct,label_Hqql,label_Hqql,0.9963919520378113,541.9220458837092,0,0,134.54112243652344,0,muon,0.1254769038009982,937.697021484375,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6875,0.0,0.3125,0,134.54112243652344,0,muon,0.1254769038009982,937.697021484375,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6875,0.0,0.3125,0,134.54112243652344,0,muon,0.1254769038009982,937.697021484375,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6875,0.0,0.3125,1,3.162277789670043e-05,3.162277789670043e-05
3077,Hqql_to_Tbl,label_Hqql,label_Tbl,0.9904725551605225,512.6514735396471,0,0,420.1024475097656,0,electron,0.16520765759271597,2122.772705078125,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3125,0.375,0.3125,0.0,0,420.1024475097656,0,electron,0.16520765759271597,2122.772705078125,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3125,0.375,0.3125,0.0,0,420.1024475097656,0,electron,0.16520765759271597,2122.772705078125,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3125,0.375,0.3125,0.0,1,3.162277789670043e-05,3.162277789670043e-05
3078,Hqql_correct,label_Hqql,label_Hqql,0.9999284744262695,702.0186012678305,0,0,445.189453125,0,muon,0.18850473190815795,1916.4990234375,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,0.125,0.0,0.0,0.25,0,445.189453125,0,muon,0.18850473190815795,1916.4990234375,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,0.125,0.0,0.0,0.25,0,445.189453125,0,muon,0.18850473190815795,1916.4990234375,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,0.125,0.0,0.0,0.25,1,3.162277789670043e-05,3.162277789670043e-05
3079,Hqql_correct,label_Hqql,label_Hqql,0.9993879795074463,568.6108056209963,0,0,195.58595275878906,0,charged_hadron,0.16123772820552937,1017.4425048828125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.6875,0.0,0.0,0,195.58595275878906,0,charged_hadron,0.16123772820552937,1017.4425048828125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.6875,0.0,0.0,3,63.89704132080078,3,electron,0.14648486627109114,372.3052978515625,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.375,0.3125,0.3125,0.0,1,0.3006094694137573,0.3006094694137573
3080,Hqql_correct,label_Hqql,label_Hqql,0.9744386672973633,717.3939682663059,0,0,321.0245666503906,0,electron,0.22472516367256587,1107.4962158203125,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,0,321.0245666503906,0,electron,0.22472516367256587,1107.4962158203125,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,0,321.0245666503906,0,electron,0.22472516367256587,1107.4962158203125,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5625,0.25,0.0,0.1875,0.0,1,3.162277789670043e-05,3.162277789670043e-05
3081,Hqql_correct,label_Hqql,label_Hqql,0.9412574768066406,558.416050295477,0,0,269.7215576171875,0,muon,0.19666050103432028,1101.7869873046875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.25,0,269.7215576171875,0,muon,0.19666050103432028,1101.7869873046875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.25,0,269.7215576171875,0,muon,0.19666050103432028,1101.7869873046875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.25,1,3.162277789670043e-05,3.162277789670043e-05
