event_idx,rank,particle_idx,head_energy,true_label,pred_label,conf,part_pt_log,part_e_log,part_logptrel,part_logerel,part_deltaR,part_charge,part_isChargedHadron,part_isNeutralHadron,part_isPhoton,part_isElectron,part_isMuon,part_deta,part_dphi,px,py,pz,energy,pt,deta,dphi,deltaR_from_axis
337,1,19,71.69532775878906,label_Tbl,label_Tbl,0.9999998807907104,-2.162541389465332,-1.2449990510940552,-2.0953099727630615,-1.0005345344543457,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1961042881011963,-0.32537388801574707,-0.14782169461250305,0.2006703019142151,1.214723825454712,1.2478595972061157,0.24923848713321614,2.1961042881011963,-0.32537388801574707,2.220077073260959
337,2,17,39.59377670288086,label_Tbl,label_Tbl,0.9999998807907104,-1.0917565822601318,-1.0906271934509277,-1.0245250463485718,-0.8461625576019287,2.1790409088134766,1.0,1.0,0.0,0.0,0.0,0.0,0.3023638129234314,0.6806202530860901,-1.1478484869003296,-0.08058851957321167,0.4647287428379059,1.5557551383972168,1.1506740017773835,0.3023638129234314,0.6806202530860901,0.7447602327437799
337,3,16,37.94647979736328,label_Tbl,label_Tbl,0.9999998807907104,-0.9376366138458252,-0.9340936541557312,-0.8704050779342651,-0.6896288990974426,2.147019863128662,0.0,0.0,0.0,1.0,0.0,0.0,0.7300893664360046,0.09888052940368652,-1.2504255771636963,0.7021418213844299,1.3148643970489502,1.9456195831298828,1.4340736596710113,0.7300893664360046,0.09888052940368652,0.7367549403146748
337,4,10,37.10183334350586,label_Tbl,label_Tbl,0.9999998807907104,-0.13111723959445953,-0.10755569487810135,-0.0638856366276741,0.13690900802612305,2.3166191577911377,0.0,0.0,0.0,1.0,0.0,0.0,0.7717222571372986,0.10736370086669922,-3.9763760566711426,2.188664674758911,4.421675205230713,6.336641788482666,4.538922735914886,0.7717222571372986,0.10736370086669922,0.7791548026065686
337,5,18,36.6084098815918,label_Tbl,label_Tbl,0.9999998807907104,-1.1583201885223389,-1.3241769075393677,-1.0910886526107788,-1.0797122716903687,0.2713863253593445,0.0,0.0,0.0,1.0,0.0,0.0,0.26761555671691895,0.011121988296508789,-0.8638973236083984,0.5902696251869202,0.3836103677749634,1.1144028902053833,1.0462967151606952,0.26761555671691895,0.011121988296508789,0.2678465695516262
337,6,12,34.09550094604492,label_Tbl,label_Tbl,0.9999998807907104,-0.384671688079834,-0.3485179841518402,-0.3174401819705963,-0.10405311733484268,2.2769343852996826,-1.0,1.0,0.0,0.0,0.0,0.0,0.7655112147331238,0.07558345794677734,-2.7182600498199463,1.6107782125473022,3.0507166385650635,4.491187572479248,3.159674690290793,0.7655112147331238,0.07558345794677734,0.7692335659585943
337,7,15,30.79821014404297,label_Tbl,label_Tbl,0.9999998807907104,-0.604711651802063,-0.7491574883460999,-0.5374802350997925,-0.504692792892456,0.5944748520851135,0.0,0.0,0.0,1.0,0.0,0.0,0.3482974171638489,-0.014963626861572266,-1.8705627918243408,1.3509777784347534,1.047235131263733,2.5339391231536865,2.30741112851225,0.3482974171638489,-0.014963626861572266,0.3486187042197543
337,8,4,29.941673278808594,label_Tbl,label_Tbl,0.9999998807907104,0.7637572884559631,0.6034864187240601,0.8309889435768127,0.8479511141777039,0.3664030432701111,0.0,0.0,1.0,0.0,0.0,0.0,0.2901504337787628,-0.029047012329101562,-13.07721996307373,9.727906227111816,6.3684210777282715,17.498645782470703,16.298645389298308,0.2901504337787628,-0.029047012329101562,0.2916007598536931
337,9,14,28.32942771911621,label_Tbl,label_Tbl,0.9999998807907104,-0.46014344692230225,-0.6124379634857178,-0.3929118514060974,-0.36797335743904114,0.48398035764694214,0.0,0.0,0.0,1.0,0.0,0.0,0.3203790783882141,-0.019877195358276367,-2.291480779647827,1.6721712350845337,1.2009892463684082,3.0804896354675293,2.8367306539288406,0.3203790783882141,-0.019877195358276367,0.320995103956731
337,10,7,24.29644203186035,label_Tbl,label_Tbl,0.9999998807907104,0.3054572641849518,0.15165984630584717,0.37268877029418945,0.39612454175949097,0.4593692421913147,0.0,0.0,0.0,1.0,0.0,0.0,0.3148384988307953,0.0015528202056884766,-6.946260929107666,4.844273567199707,3.5344691276550293,9.176600456237793,8.468620152605586,0.3148384988307953,0.0015528202056884766,0.31484232815271185
