idx,pred,pred_label,true,true_label,conf,pred_logit,true_logit,drop_features_zero_input_all_features,drop_feature_group_zero_input_coords_last2,drop_feature_group_zero_input_kin_logs_0_4,drop_mask_all_true_input_mask,drop_feature_group_zero_input_pid_charge_5_10
1093,0,label_QCD,0,label_QCD,0.9999281167984009,-16.417905807495117,-16.417905807495117,5.238534927368164,8.732532501220703,-1.190047264099121,20.129968643188477,0.7359466552734375
1089,0,label_QCD,0,label_QCD,0.9993353486061096,-1.7375850677490234,-1.7375850677490234,10.493647575378418,30.535337448120117,16.479225158691406,15.930545806884766,0.42104363441467285
52,1,label_Hbb,1,label_Hbb,0.9963611960411072,-1.8153471946716309,-1.8153471946716309,84.90340423583984,22.41611671447754,14.289587020874023,10.176950454711914,4.043421745300293
59,1,label_Hbb,1,label_Hbb,0.994642972946167,-0.9287437796592712,-0.9287437796592712,85.7900161743164,7.005889892578125,11.750694274902344,-0.1739301085472107,6.088247776031494
205,2,label_Hcc,2,label_Hcc,0.9881271719932556,2.373568058013916,2.373568058013916,111.58928680419922,76.23107147216797,17.15643310546875,17.258224487304688,6.23907470703125
240,2,label_Hcc,2,label_Hcc,0.9831521511077881,2.0879294872283936,2.0879294872283936,111.30364990234375,22.071563720703125,15.097912788391113,15.987311363220215,14.222725868225098
299,3,label_Hgg,3,label_Hgg,0.9755978584289551,0.7866596579551697,0.7866596579551697,114.31578063964844,16.46820068359375,6.202691555023193,4.548703670501709,5.148252010345459
359,3,label_Hgg,3,label_Hgg,0.9594886898994446,0.3844149112701416,0.3844149112701416,113.91353607177734,19.564712524414062,5.871368408203125,1.9891340732574463,5.700177192687988
522,4,label_H4q,4,label_H4q,0.9965152740478516,3.253621816635132,3.253621816635132,165.09584045410156,39.3082275390625,9.566410064697266,20.66577911376953,9.976166725158691
538,4,label_H4q,4,label_H4q,0.9941601753234863,2.821122407913208,2.821122407913208,164.66334533691406,15.750763893127441,7.991540908813477,11.861734390258789,13.58144760131836
411,5,label_Hqql,5,label_Hqql,0.9999996423721313,4.907090663909912,4.907090663909912,65.86481475830078,18.91716957092285,34.25741195678711,18.98136329650879,6.477044582366943
471,5,label_Hqql,5,label_Hqql,0.9999951124191284,3.175077199935913,3.175077199935913,112.98324584960938,39.022647857666016,27.083248138427734,12.060062408447266,5.919833183288574
1262,6,label_Zqq,6,label_Zqq,0.9536870121955872,1.5763447284698486,1.5763447284698486,118.14971923828125,50.90066146850586,18.10921859741211,7.155026435852051,6.36085319519043
1233,6,label_Zqq,6,label_Zqq,0.9466081857681274,1.33008873462677,1.33008873462677,117.90345764160156,9.358807563781738,20.757638931274414,16.45711898803711,6.845595359802246
916,7,label_Wqq,7,label_Wqq,0.9740322232246399,0.7448228597640991,0.7448228597640991,105.91805267333984,43.71139144897461,13.980262756347656,6.621339321136475,6.198444366455078
909,7,label_Wqq,7,label_Wqq,0.9713129997253418,1.0450942516326904,1.0450942516326904,65.07803344726562,23.257265090942383,16.330537796020508,23.166959762573242,3.7617342472076416
844,8,label_Tbqq,8,label_Tbqq,0.9999363422393799,1.2317509651184082,1.2317509651184082,134.69786071777344,27.123443603515625,22.40577507019043,13.796672821044922,2.673454761505127
840,8,label_Tbqq,8,label_Tbqq,0.9998780488967896,2.966946601867676,2.966946601867676,136.43304443359375,13.243598937988281,26.692691802978516,13.47038745880127,10.064638137817383
669,9,label_Tbl,9,label_Tbl,1.0,0.5695033073425293,0.5695033073425293,47.32085037231445,31.75030517578125,24.240272521972656,7.061765193939209,11.600107192993164
647,9,label_Tbl,9,label_Tbl,1.0,1.405466079711914,1.405466079711914,60.02690124511719,19.069049835205078,25.797693252563477,9.62353801727295,9.297764778137207
