idx,pred,pred_label,true,true_label,conf,pred_logit,true_logit,drop_edge_conv_zero_1_edge_conv,drop_edge_conv_zero_0_edge_conv,drop_features_zero_input_features_zero,drop_feature_group_zero_input_coords_last2,drop_edge_conv_zero_2_edge_conv,drop_feature_group_zero_input_kin_logs_0_4
1093,0,label_QCD,0,label_QCD,0.9999281167984009,-16.417905807495117,-16.417905807495117,228.63775634765625,114.09309387207031,5.238534927368164,8.732532501220703,-0.08697509765625,-1.190047264099121
1089,0,label_QCD,0,label_QCD,0.9993353486061096,-1.7375850677490234,-1.7375850677490234,243.31809997558594,140.6369171142578,10.493647575378418,30.535337448120117,14.593345642089844,16.479225158691406
1054,0,label_QCD,0,label_QCD,0.9991573095321655,-6.059333801269531,-6.059333801269531,238.996337890625,185.7493896484375,23.315996170043945,8.162755966186523,10.271596908569336,4.312860488891602
52,1,label_Hbb,1,label_Hbb,0.9963611960411072,-1.8153471946716309,-1.8153471946716309,275.55218505859375,242.939453125,84.90340423583984,22.41611671447754,17.308292388916016,14.289587020874023
59,1,label_Hbb,1,label_Hbb,0.994642972946167,-0.9287437796592712,-0.9287437796592712,276.43878173828125,243.82608032226562,85.7900161743164,7.005889892578125,18.194896697998047,11.750694274902344
22,1,label_Hbb,1,label_Hbb,0.9886106848716736,0.18639923632144928,0.18639923632144928,277.5539245605469,244.9412078857422,86.90515899658203,17.071224212646484,19.310039520263672,18.12518310546875
205,2,label_Hcc,2,label_Hcc,0.9881271719932556,2.373568058013916,2.373568058013916,270.950439453125,235.21559143066406,111.58928680419922,76.23107147216797,21.406076431274414,17.15643310546875
240,2,label_Hcc,2,label_Hcc,0.9831521511077881,2.0879294872283936,2.0879294872283936,270.6648254394531,234.92996215820312,111.30364990234375,22.071563720703125,21.120437622070312,15.097912788391113
156,2,label_Hcc,2,label_Hcc,0.980564296245575,2.1130006313323975,2.1130006313323975,270.68988037109375,234.9550323486328,111.32872009277344,25.02751350402832,21.145509719848633,19.482738494873047
299,3,label_Hgg,3,label_Hgg,0.9755978584289551,0.7866596579551697,0.7866596579551697,337.9244689941406,248.63958740234375,114.31578063964844,16.46820068359375,17.25064468383789,6.202691555023193
359,3,label_Hgg,3,label_Hgg,0.9594886898994446,0.3844149112701416,0.3844149112701416,337.522216796875,248.2373046875,113.91353607177734,19.564712524414062,16.848400115966797,5.871368408203125
302,3,label_Hgg,3,label_Hgg,0.95888751745224,0.11690455675125122,0.11690455675125122,337.2547302246094,247.96978759765625,113.64602661132812,27.525949478149414,16.580890655517578,6.211243629455566
522,4,label_H4q,4,label_H4q,0.9965152740478516,3.253621816635132,3.253621816635132,300.5296936035156,228.03675842285156,165.09584045410156,39.3082275390625,25.362422943115234,9.566410064697266
538,4,label_H4q,4,label_H4q,0.9941601753234863,2.821122407913208,2.821122407913208,300.0971984863281,227.60426330566406,164.66334533691406,15.750763893127441,24.92992401123047,7.991540908813477
512,4,label_H4q,4,label_H4q,0.9926877021789551,2.547616958618164,2.547616958618164,299.82366943359375,227.33078002929688,164.3898468017578,32.24358367919922,24.656417846679688,10.649616241455078
411,5,label_Hqql,5,label_Hqql,0.9999996423721313,4.907090663909912,4.907090663909912,167.66256713867188,146.3490447998047,65.86481475830078,18.91716957092285,30.592388153076172,34.25741195678711
