head_id,layer,group_id,channels,gate_grad,gate_abs_grad,gate_positive_grad,patch_acc_drop,patch_acc,patch_delta_pred_logit,role,question,semantic_hint,confidence,next_test
L1_ch112:128,1,7,ch112:128,0.8005718103609979,0.8005718103609979,0.8005718103609979,0.0,0.641796886920929,3.263317108154297,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Hbb, label_H4q, label_Hgg","MEDIUM causal, LOW/MEDIUM semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch112:128 -> class contrast.
L0_ch40:48,0,5,ch40:48,0.6734583724290131,0.6734583724290131,0.6734583724290131,0.0,0.620312511920929,3.815220832824707,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Hqql, label_Zqq, label_Wqq","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch224:256,2,7,ch224:256,0.6716344718355686,0.6716344718355686,0.6716344718355686,0.0,0.694531261920929,4.763679027557373,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_Hbb, label_Wqq, label_Zqq","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L1_ch16:32,1,1,ch16:32,0.6645292914472519,0.6645292914472519,0.6645292914472519,0.0,0.49335938692092896,9.114623069763184,middle learned-neighborhood / route-composition head,Does this pseudo-head combine previous learned features into a class-separating particle-neighborhood answer?,"kinematic/energy, class-specific: label_Hbb, label_Hcc, label_Zqq","HIGH causal, MEDIUM semantic",Test route-width/leading-particle composite: compact/wide/top-pT routes -> L1 ch16:32 -> class contrast.
L0_ch48:56,0,6,ch48:56,0.3620088746538386,0.3620088746538386,0.3620088746538386,0.0,0.6214843988418579,1.3934763669967651,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_H4q, label_Hcc, label_Hbb","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch128:160,2,4,ch128:160,0.35113537810975676,0.35113537810975676,0.35113537810975676,0.0,0.745312511920929,0.7800450921058655,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_Hqql, label_Tbl, label_Tbqq","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L0_ch8:16,0,1,ch8:16,0.3350130717270077,0.3350130717270077,0.3350130717270077,0.0,0.6226562857627869,1.6804306507110596,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Wqq, label_Hcc, label_Hbb","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch64:96,2,2,ch64:96,0.2969715459272265,0.2969715459272265,0.2969715459272265,0.0,0.7417969107627869,1.593994140625,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_QCD, label_Hbb, label_Hcc","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L2_ch0:32,2,0,ch0:32,0.26421213281573724,0.26421213281573724,0.26421213281573724,0.0,0.677734375,0.8878049254417419,late aggregation / class-evidence head,Does this pseudo-head aggregate higher-level particle-neighborhood evidence before the classifier?,"kinematic/energy, class-specific: label_H4q, label_Hgg, label_Tbl","LOW causal, exploratory semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
L0_ch0:8,0,0,ch0:8,-0.23265956228133292,0.23265956228133292,0.0,0.0,0.5972656607627869,0.8533021211624146,early feature/geometry/PID reader,Does this pseudo-head convert raw particle features and local geometry into first-stage message evidence?,"kinematic/energy, class-specific: label_Tbl, label_Hcc, label_Hbb","MEDIUM causal, LOW/MEDIUM semantic",Activation-cluster this head and compare against random channel groups; then project its activation into class contrast directions.
