event_idx,group,head_id,layer,channels,score_hqql_proj,score_tbl_proj,activation_norm,base_logit_hqql,base_logit_tbl,zero_logit_hqql,zero_logit_tbl,contrib_hqql_logit_drop_when_zeroed,contrib_tbl_logit_drop_when_zeroed,base_pred,zero_pred,projection_note
12308,A_protected_highiso,L2_ch128:160,2,128:160,24.745824813842773,25.827800750732422,0.1770137995481491,2.8798811435699463,2.3204500675201416,1.93649160861969,0.9064748287200928,0.9433895349502563,1.4139752388000488,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12358,A_protected_highiso,L2_ch128:160,2,128:160,25.807601928710938,23.479007720947266,0.15414142608642578,3.6764919757843018,-0.03516805171966553,1.8916949033737183,-1.4255021810531616,1.7847970724105835,1.390334129333496,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12438,A_protected_highiso,L2_ch128:160,2,128:160,28.506858825683594,26.453187942504883,0.20517581701278687,3.9234845638275146,-0.10843008756637573,2.0098721981048584,-2.019226312637329,1.9136123657226562,1.9107961654663086,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12442,A_protected_highiso,L2_ch128:160,2,128:160,16.441675186157227,15.261531829833984,0.1367170363664627,-0.7737846970558167,-2.784149169921875,-1.0375308990478516,-3.349424123764038,0.2637462019920349,0.5652749538421631,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12509,A_protected_highiso,L2_ch128:160,2,128:160,27.47682762145996,24.512983322143555,0.14602407813072205,2.336242198944092,-3.7907845973968506,-0.5251775979995728,-6.04064416885376,2.861419677734375,2.249859571456909,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12592,A_protected_highiso,L2_ch128:160,2,128:160,30.650663375854492,28.44690704345703,0.18275097012519836,3.8408658504486084,0.22529035806655884,1.4491790533065796,-1.9647389650344849,2.3916869163513184,2.1900293827056885,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
12784,A_protected_highiso,L2_ch128:160,2,128:160,25.014732360839844,25.244659423828125,0.18449926376342773,0.6267354488372803,-1.8696691989898682,-0.7734555006027222,-3.330608606338501,1.4001909494400024,1.4609394073486328,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13089,A_protected_highiso,L2_ch128:160,2,128:160,18.305313110351562,16.47294044494629,0.12858039140701294,0.8011832237243652,-4.292499542236328,-1.1315597295761108,-5.733386993408203,1.932742953300476,1.440887451171875,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13279,A_protected_highiso,L2_ch128:160,2,128:160,18.249496459960938,22.30026626586914,0.1456870436668396,1.0377165079116821,-0.44531047344207764,-0.35577860474586487,-2.538778781890869,1.3934950828552246,2.093468189239502,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13374,A_protected_highiso,L2_ch128:160,2,128:160,28.503524780273438,25.780662536621094,0.17239859700202942,3.0433714389801025,0.4021151065826416,1.506021499633789,-1.9453150033950806,1.5373499393463135,2.3474302291870117,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13400,A_protected_highiso,L2_ch128:160,2,128:160,22.233402252197266,19.860286712646484,0.1695495843887329,1.0845355987548828,-1.5090107917785645,-0.7816858291625977,-3.1141180992126465,1.8662214279174805,1.605107307434082,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13529,A_protected_highiso,L2_ch128:160,2,128:160,23.663619995117188,20.848289489746094,0.14612030982971191,3.0854218006134033,-1.1953595876693726,1.3614026308059692,-2.997713804244995,1.724019169807434,1.8023542165756226,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
13897,A_protected_highiso,L2_ch128:160,2,128:160,25.758821487426758,22.355403900146484,0.16885755956172943,2.0386478900909424,-4.467491626739502,0.1183106005191803,-7.658207893371582,1.9203373193740845,3.19071626663208,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14139,A_protected_highiso,L2_ch128:160,2,128:160,32.47035598754883,27.93714714050293,0.20012277364730835,4.718297958374023,-1.789663314819336,2.3776021003723145,-4.328066825866699,2.340695858001709,2.5384035110473633,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14355,A_protected_highiso,L2_ch128:160,2,128:160,24.767333984375,20.591428756713867,0.15040622651576996,3.0546371936798096,-1.1560205221176147,0.9616338014602661,-3.4052586555480957,2.093003273010254,2.2492380142211914,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14381,A_protected_highiso,L2_ch128:160,2,128:160,26.19707489013672,26.027877807617188,0.14861907064914703,3.28680682182312,1.983764410018921,1.5509706735610962,0.14495348930358887,1.735836148262024,1.838810920715332,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14596,A_protected_highiso,L2_ch128:160,2,128:160,15.65027141571045,17.63412094116211,0.11973784118890762,1.7071079015731812,0.4329977035522461,-0.41922426223754883,-1.2361531257629395,2.1263322830200195,1.6691508293151855,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14600,A_protected_highiso,L2_ch128:160,2,128:160,39.19053649902344,33.62462615966797,0.22442026436328888,3.449733018875122,-0.9093831777572632,1.1561263799667358,-2.9397077560424805,2.293606758117676,2.0303244590759277,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14625,A_protected_highiso,L2_ch128:160,2,128:160,23.008729934692383,23.272512435913086,0.15245260298252106,1.7360154390335083,0.40641188621520996,0.5054934024810791,-0.18601948022842407,1.2305220365524292,0.592431366443634,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14742,A_protected_highiso,L2_ch128:160,2,128:160,23.609878540039062,23.788089752197266,0.16511794924736023,2.9145562648773193,0.979590892791748,0.8961089849472046,-0.9622851610183716,2.0184473991394043,1.9418760538101196,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14991,A_protected_highiso,L2_ch128:160,2,128:160,26.81914710998535,24.480436325073242,0.16937905550003052,3.5207407474517822,-1.2534875869750977,1.2374705076217651,-2.9428555965423584,2.2832703590393066,1.6893680095672607,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
14999,A_protected_highiso,L2_ch128:160,2,128:160,24.115419387817383,26.07155990600586,0.15439870953559875,2.903455972671509,2.343428134918213,0.3527970612049103,0.05903583765029907,2.550658941268921,2.2843923568725586,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15006,A_protected_highiso,L2_ch128:160,2,128:160,29.65227508544922,30.587871551513672,0.19565695524215698,2.8276960849761963,1.5310747623443604,1.4722415208816528,-0.24550852179527283,1.3554545640945435,1.7765833139419556,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15112,A_protected_highiso,L2_ch128:160,2,128:160,24.475101470947266,23.70258331298828,0.15620137751102448,3.7518503665924072,1.2203036546707153,1.540423035621643,-0.5225210189819336,2.2114272117614746,1.742824673652649,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15233,A_protected_highiso,L2_ch128:160,2,128:160,24.183597564697266,24.09262466430664,0.15573382377624512,3.491706132888794,1.4985852241516113,2.037257432937622,0.21183782815933228,1.4544486999511719,1.2867474555969238,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15292,A_protected_highiso,L2_ch128:160,2,128:160,17.263063430786133,17.439489364624023,0.14324615895748138,0.5992239713668823,-1.5581605434417725,-0.0109882652759552,-2.039703130722046,0.6102122068405151,0.48154258728027344,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15512,A_protected_highiso,L2_ch128:160,2,128:160,19.749507904052734,16.562143325805664,0.13853546977043152,0.1927480399608612,-1.5594489574432373,-0.08230157196521759,-2.2988781929016113,0.27504962682724,0.739429235458374,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15540,A_protected_highiso,L2_ch128:160,2,128:160,22.869606018066406,20.892330169677734,0.14101330935955048,3.0957701206207275,-1.7905685901641846,1.4028011560440063,-4.274572372436523,1.6929689645767212,2.484003782272339,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15590,A_protected_highiso,L2_ch128:160,2,128:160,30.51272201538086,28.859813690185547,0.1874685436487198,2.1016886234283447,0.1945817470550537,-0.269155889749527,-1.6090595722198486,2.370844602584839,1.8036413192749023,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
15684,A_protected_highiso,L2_ch128:160,2,128:160,22.22313117980957,22.95180320739746,0.15291371941566467,2.2241780757904053,1.5490450859069824,0.9920486211776733,-0.6378136873245239,1.232129454612732,2.186858654022217,label_Hqql,label_Hqql,effective_linear_approx_from_2_linear_layers
